,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
455,0,0.016393442622950838,1,0,8,0.28169014084507044,True,0,1,1,2,0,0,0,0,0,0,2,0,0.29902912621359223,0.07045349642280176,0.0,0.0,0.0,1,False,True,False,True,False,False,True,False,False
456,1,0.459016393442623,0,0,0,0.9859154929577465,False,1,2,1,2,0,0,2,0,2,2,2,0,0.836116504854369,0.7695649665358875,0.0,0.0,0.33003153122825923,1,False,False,True,False,True,False,False,True,False
457,0,0.3770491803278688,0,0,0,0.0,True,1,0,0,1,1,1,1,1,1,1,1,1,0.2349514563106796,0.00016732056312024,0.0,0.0,0.007905249220135102,1,False,False,False,True,False,False,False,True,False
458,1,0.11475409836065575,0,0,0,0.0,False,1,0,0,1,1,1,1,1,1,1,1,0,0.236504854368932,0.00019039926148165225,0.0,0.0,0.00844105567898741,1,False,False,False,True,False,False,False,True,False
459,1,0.9672131147540984,1,0,9,0.4366197183098592,True,1,2,1,0,2,2,0,0,2,0,2,1,0.803883495145631,0.34064158781444726,0.0,0.0,0.39085257748154134,1,False,False,True,False,False,True,True,False,False
460,0,0.3606557377049181,0,0,0,0.0,False,1,0,1,0,0,0,0,2,0,0,2,1,0.5021359223300971,0.004136856681283175,0.0,0.0,0.010191543795866155,1,False,True,False,True,False,False,True,False,False
461,1,0.016393442622950838,0,0,0,0.8732394366197184,True,1,2,1,2,0,2,2,0,2,2,2,1,0.6361165048543689,0.5147011308562197,0.0,0.0,0.7527014744496062,1,False,True,False,False,False,True,True,False,False
462,0,0.6885245901639344,1,2,1,1.0,True,1,2,1,2,2,2,2,2,2,2,2,1,0.9817475728155339,0.9836660512347104,0.0,0.0,0.5829125429206222,1,False,False,True,False,False,True,False,True,False
463,0,0.2295081967213115,0,0,0,0.7323943661971831,True,1,2,1,0,2,2,0,2,2,2,2,0,0.8974757281553397,0.6535252711747057,0.0,0.0,0.1920936286720977,1,False,False,True,False,False,True,True,False,False
464,0,0.8852459016393442,1,0,1,0.0,False,1,0,1,0,0,0,0,0,0,0,2,1,0.6155339805825242,0.0058216016616662826,0.0,0.0,0.010463654929419423,0,False,False,True,True,False,False,True,False,False
465,1,0.1639344262295082,1,1,1,0.6901408450704226,False,1,0,1,2,0,0,2,2,2,2,0,0,0.6640776699029126,0.4623586429725363,0.0,0.6666666666666667,0.4464586278866223,1,True,False,False,False,True,False,True,False,False
466,1,0.7049180327868853,1,0,1,0.19718309859154928,False,1,2,1,0,0,2,0,2,2,2,2,1,0.8629126213592232,0.17138818370643896,0.0,0.0,0.1712616979734734,0,False,False,True,True,False,False,True,False,False
467,0,0.34426229508196726,1,0,7,0.28169014084507044,False,1,0,1,0,0,0,2,2,0,0,2,1,0.7460194174757281,0.20771982460189248,0.0,0.0,0.08724668417154784,1,False,False,True,True,False,False,True,False,False
468,1,0.3770491803278688,1,0,1,0.0,False,1,0,1,2,0,0,0,2,2,2,2,1,0.8155339805825242,0.008792984075698132,0.0,0.0,0.003377544379362194,0,True,False,False,True,False,False,True,False,False
469,0,0.9016393442622951,0,0,0,0.014084507042253521,True,1,0,1,0,0,0,0,0,0,0,2,0,0.6271844660194175,0.015699284560350794,0.0,0.0,0.005531991292443726,0,False,False,True,True,False,False,True,False,False
470,1,0.08196721311475408,1,0,1,0.9014084507042254,True,1,2,1,2,2,2,0,0,2,2,2,0,0.640388349514563,0.5348546042003232,0.2858003615183772,0.0,0.48776622006777537,0,True,False,False,False,True,False,False,True,False
471,0,0.6885245901639344,1,1,3,0.7183098591549296,True,1,0,1,0,2,2,2,0,0,0,2,0,0.7440776699029126,0.5094045695822755,0.0,0.0,0.2460894544312036,1,False,False,True,True,False,False,True,False,False
472,1,0.3770491803278688,0,0,0,0.16901408450704225,True,1,0,1,0,0,2,0,2,0,0,2,1,0.723883495145631,0.12021693976459727,0.0,0.0,0.12909849861980746,0,False,False,True,True,False,False,True,False,False
473,1,0.016393442622950838,0,0,0,0.04225352112676056,True,1,0,0,1,1,1,1,1,1,1,1,1,0.2302912621359223,0.005625432725594276,0.0,0.0,0.02051212998496376,1,False,False,False,True,False,False,False,True,False
474,0,0.7540983606557378,0,0,0,0.6338028169014085,False,1,2,1,2,2,2,0,2,2,2,2,1,0.9320388349514562,0.5603507962150935,0.0,0.0,0.030583047195852694,0,False,False,True,False,True,False,True,False,False
475,0,0.08196721311475408,1,0,5,0.7323943661971831,False,1,0,1,0,0,2,0,2,2,2,2,1,0.8143689320388349,0.574821140087699,0.3725647720425788,0.0,0.6039352319396756,0,False,False,True,False,True,False,True,False,False
476,0,0.3606557377049181,0,0,0,0.5492957746478874,True,1,2,1,0,0,2,2,2,2,2,2,1,0.9005825242718446,0.4980844680360027,0.0,0.0,0.18772862945757315,1,False,False,True,False,True,False,False,True,False
477,1,0.7377049180327869,0,1,0,0.3098591549295775,False,1,0,1,0,2,0,2,0,0,0,0,0,0.49825242718446594,0.14927879067620586,0.0,0.26666666666666666,0.054197805157207304,1,True,False,False,True,False,False,True,False,False
478,1,0.0,0,0,0,0.04225352112676056,False,1,2,1,0,0,0,0,0,2,2,2,1,0.7429126213592233,0.036937456727440574,0.0,0.0,0.007753764671559057,0,False,False,True,True,False,False,True,False,False
479,0,0.42622950819672134,1,0,1,0.7887323943661972,True,0,1,1,2,2,2,0,2,2,2,2,1,0.5339805825242718,0.39448996076621273,0.0,0.0,0.0,1,True,False,False,True,False,False,True,False,False
480,0,0.6065573770491803,1,6,6,0.676056338028169,True,1,2,1,0,0,0,0,2,2,2,2,1,0.8186407766990291,0.5302504038772213,0.0,0.0,0.11244080881527863,1,False,False,True,True,False,False,True,False,False
481,1,0.42622950819672134,0,0,0,0.11267605633802817,True,1,0,1,2,0,2,2,0,2,2,2,1,0.6077669902912621,0.06440687745211171,0.0,0.0,0.08157442940820038,1,True,False,False,True,False,False,True,False,False
482,1,0.14754098360655737,0,0,0,0.04225352112676056,True,1,2,1,0,2,0,0,2,2,2,2,1,0.8675728155339806,0.03989729979229172,0.029724844346254265,0.0,0.029354339190735882,0,False,False,True,True,False,False,True,False,False
483,0,0.7377049180327869,1,0,1,0.8450704225352113,False,1,0,0,1,1,1,1,1,1,1,1,0,0.2349514563106796,0.14539579967689822,0.10343442458324965,0.0,0.1872068493458112,1,False,False,False,False,False,True,False,True,False
484,0,0.9836065573770493,0,0,0,0.971830985915493,True,1,2,1,0,2,2,2,2,0,0,2,1,0.6640776699029126,0.5993364874221093,0.0,0.0,0.9282355977468078,1,True,False,False,False,False,True,True,False,False
485,1,0.6065573770491803,1,0,1,0.16901408450704225,True,1,2,1,2,0,0,0,0,2,2,2,1,0.5891262135922329,0.101944380336949,0.0,0.0,0.05222289548688257,1,False,True,False,True,False,False,True,False,False
486,0,0.21311475409836067,0,0,0,0.46478873239436624,True,1,2,1,0,0,0,2,2,0,0,2,0,0.5825242718446602,0.24679206092776368,0.0,0.0,0.4318768374514689,1,True,False,False,True,False,False,False,True,False
487,0,0.836065573770492,0,0,0,0.11267605633802817,False,1,2,1,0,0,0,0,0,0,0,2,1,0.6566990291262135,0.0697092084006462,0.6678047800763205,0.0,0.04433447788325591,0,False,False,True,True,False,False,True,False,False
488,1,0.9508196721311476,0,0,0,0.7887323943661972,False,1,2,1,2,0,0,2,0,2,2,2,0,0.8058252427184466,0.6469824601892453,0.0,0.0,0.035337978859489666,1,False,False,True,False,False,True,True,False,False
489,0,0.5409836065573771,0,0,0,0.15492957746478872,True,1,2,1,2,0,2,2,0,0,0,2,1,0.556504854368932,0.0801927071313178,0.0,0.0,0.12199555645324178,0,False,True,False,True,False,False,False,False,True
490,0,0.42622950819672134,0,0,0,0.08450704225352114,False,1,0,1,0,0,2,2,2,2,2,2,1,0.8574757281553398,0.08033694899607663,0.0,0.0,0.07662312888529815,1,False,False,True,True,False,False,True,False,False
491,0,0.8032786885245903,0,0,0,0.04225352112676056,False,1,2,1,0,0,0,0,0,0,0,2,1,0.6594174757281553,0.03495845834294946,0.0,0.0,0.02943288673444198,0,False,False,True,True,False,False,True,False,False
492,0,0.8852459016393442,1,0,1,0.0,False,1,2,1,0,0,0,0,0,0,0,0,1,0.6559223300970873,0.006421647819063005,0.0,0.06666666666666667,0.008772077470320251,0,False,False,True,True,False,False,True,False,False
493,1,0.5737704918032788,0,0,0,0.6056338028169015,True,1,2,1,0,2,2,2,2,2,2,0,1,0.7398058252427184,0.42526540503115623,0.0,0.6666666666666667,0.611851702237483,1,True,False,False,False,True,False,True,False,False
494,0,0.7868852459016394,0,0,0,0.619718309859155,True,0,1,1,0,0,0,0,0,2,0,0,0,0.3433009708737864,0.18206785137318254,0.0,0.0,0.0,1,True,False,False,False,True,False,True,False,False
495,0,0.1639344262295082,0,0,0,0.49295774647887325,False,1,2,1,2,0,2,2,2,2,2,2,1,0.7739805825242718,0.3841795522732518,0.0,0.0,0.4514239547566149,1,False,True,False,False,True,False,False,True,False
496,0,0.7704918032786886,0,0,0,0.7605633802816901,False,1,2,1,0,0,2,0,2,2,2,0,1,0.8543689320388349,0.6335679667666744,0.0,0.6666666666666667,0.5767353396620213,0,False,False,True,False,True,False,True,False,False
497,1,0.3606557377049181,0,0,0,0.9577464788732395,True,1,2,1,0,2,2,2,2,0,0,2,1,0.836116504854369,0.7759923840295407,0.0,0.0,0.9552363158957787,1,False,False,True,False,False,True,False,True,False
498,1,0.2622950819672132,1,0,0,0.11267605633802817,True,1,0,1,0,2,2,0,0,0,0,2,1,0.698252427184466,0.08341795522732519,0.0,0.0,0.04842456069480914,0,False,False,True,True,False,False,True,False,False
499,1,0.47540983606557374,1,3,1,0.9859154929577465,True,1,2,1,2,2,2,2,2,2,2,0,0,0.7790291262135921,0.7233441033925687,0.0,0.6666666666666667,0.3129025561614938,1,False,True,False,False,False,True,False,True,False
500,1,0.5573770491803279,0,0,0,0.4084507042253521,True,1,2,1,2,2,0,0,0,2,2,2,1,0.8100970873786407,0.3070505423494115,0.0,0.0,0.3506025718710025,1,False,False,True,True,False,False,False,True,False
501,0,0.08196721311475408,1,0,3,0.7183098591549296,True,1,0,0,1,1,1,1,1,1,1,1,1,0.2361165048543689,0.12368451419339951,0.0,0.0,0.08241881550304092,1,False,False,False,False,True,False,True,False,False
502,0,0.18032786885245905,1,0,10,0.7183098591549296,True,1,2,0,1,1,1,1,1,1,1,1,1,0.27223300970873787,0.14440918532194785,0.0,0.0,0.07760497318162436,1,False,False,False,False,False,True,True,False,False
503,1,0.39344262295081966,0,0,0,0.323943661971831,False,1,2,1,2,0,0,0,0,0,0,0,1,0.5099029126213592,0.15944495730440802,0.0,0.4,0.0605264929643843,0,False,True,False,True,False,False,True,False,False
504,1,0.4098360655737705,0,1,0,0.02816901408450704,True,1,0,1,0,0,0,2,2,2,2,2,0,0.6267961165048543,0.023869143780290793,0.0,0.0,0.021073183868578742,1,True,False,False,True,False,False,False,True,False
505,0,0.6885245901639344,1,1,10,1.0,True,0,1,1,2,0,2,0,2,2,2,2,1,0.4955339805825242,0.45391760904684975,0.0,0.0,0.0,1,True,False,False,False,False,True,False,True,False
506,1,0.5409836065573771,1,0,1,1.0,False,1,2,1,2,2,2,0,0,2,2,2,1,0.8477669902912621,0.8542926378952228,0.0,0.0,0.5829125429206222,1,False,False,True,False,False,True,True,False,False
507,1,0.5081967213114754,1,0,2,0.04225352112676056,False,1,0,1,0,0,0,2,0,0,0,2,0,0.4664077669902912,0.018526425109623816,0.0,0.0,0.010850782109113761,0,True,False,False,True,False,False,False,True,False
508,0,0.7377049180327869,0,0,0,0.0,True,1,0,1,0,2,2,0,0,0,0,2,1,0.7168932038834951,0.0073274867297484425,0.0,0.0,0.009372405125788281,0,False,False,True,True,False,False,True,False,False
509,0,0.5081967213114754,1,0,2,0.7042253521126761,False,1,0,1,2,2,0,2,0,2,2,2,1,0.6194174757281553,0.4089199169166859,0.0,0.0,0.2568083888776679,1,False,True,False,False,True,False,False,True,False
510,0,0.3770491803278688,1,3,4,0.7042253521126761,False,0,1,1,0,0,2,2,2,2,2,2,1,0.5137864077669902,0.3323505654281098,0.0,0.0,0.0,1,False,True,False,False,True,False,True,False,False
511,1,0.3278688524590164,0,0,0,1.0,True,1,2,1,2,2,2,2,2,2,2,2,0,0.7506796116504855,0.7161320101546274,0.0,0.0,0.2304584932336902,1,False,True,False,False,False,True,True,False,False
512,0,0.19672131147540983,1,2,0,0.8873239436619719,True,1,2,1,2,0,0,2,0,0,0,2,1,0.7518446601941746,0.6125605815831987,0.0,0.0,0.4980363114073476,1,False,False,True,True,False,False,True,False,False
513,1,0.04918032786885246,0,0,0,0.014084507042253521,True,0,1,1,0,0,0,0,0,0,2,2,1,0.27223300970873787,0.004333025617355182,0.0,0.0,0.0,0,True,False,False,True,False,False,True,False,False
514,1,0.3114754098360656,1,0,1,0.971830985915493,False,1,0,1,2,2,2,2,2,2,2,2,1,0.9281553398058252,0.8672801753981075,0.0,0.0,0.7782097892681614,0,False,False,True,False,True,False,True,False,False
515,0,0.8032786885245903,1,0,5,0.16901408450704225,False,0,1,1,0,0,0,0,2,2,0,2,0,0.42951456310679603,0.0588102930994692,0.0,0.0,0.0,1,False,True,False,True,False,False,True,False,False
516,1,0.39344262295081966,0,0,0,0.7183098591549296,True,1,0,1,2,0,2,0,2,0,0,2,0,0.7864077669902912,0.5445995845834295,0.0,0.0,0.4567315244956126,1,False,False,True,False,True,False,True,False,False
517,1,0.4098360655737705,0,0,0,0.08450704225352114,True,1,0,0,1,1,1,1,1,1,1,1,0,0.23883495145631067,0.014112624048003692,0.0,0.0,0.09266646468726857,1,False,False,False,True,False,False,False,False,True
518,1,0.09836065573770492,1,1,1,0.04225352112676056,True,1,0,0,1,1,1,1,1,1,1,1,0,0.23223300970873784,0.006675513501038542,0.0,0.0,0.027570187840840237,1,False,False,False,False,False,True,False,False,True
519,1,0.7213114754098361,0,0,0,0.014084507042253521,False,1,0,1,0,0,2,0,2,2,2,2,1,0.822135922330097,0.020643895684283407,0.0,0.0,0.021000246863708792,0,False,False,True,True,False,False,True,False,False
520,1,0.2622950819672132,0,0,0,0.6338028169014085,True,0,1,1,0,0,2,2,0,0,0,2,0,0.3394174757281554,0.17528848372951766,0.0,0.0,0.0,1,False,True,False,False,True,False,False,True,False
521,1,0.1639344262295082,1,3,1,0.7464788732394366,True,1,2,1,0,0,2,0,0,2,2,2,0,0.5697087378640776,0.39121855527348254,0.0,0.0,0.5467077358109473,1,False,True,False,False,False,True,False,True,False
522,0,0.639344262295082,0,0,0,0.0,True,1,0,0,1,1,1,1,1,1,1,1,0,0.22757281553398057,5.769674590353109e-05,0.0,0.0,0.007187100249107925,0,False,False,False,True,False,False,True,False,False
523,0,0.4098360655737705,1,2,5,1.0,True,0,1,1,2,2,2,2,2,2,2,2,0,0.5879611650485437,0.5257962150934687,0.0,0.0,0.0,1,True,False,False,False,False,True,True,False,False
524,1,0.6065573770491803,0,0,0,0.9154929577464789,True,1,2,1,2,2,2,0,0,2,2,2,1,0.6570873786407766,0.5515347334410339,0.0,0.0,0.8437184407190468,1,False,True,False,False,False,True,False,True,False
525,0,0.4918032786885246,1,1,8,0.2112676056338028,True,1,2,1,2,0,2,2,2,2,2,2,1,0.9549514563106796,0.21506462035541196,0.0,0.0,0.2084876231513275,1,False,False,True,True,False,False,True,False,False
526,1,0.2295081967213115,0,0,0,0.02816901408450704,True,1,0,1,0,0,2,2,2,0,0,2,1,0.7638834951456309,0.028069466882067854,0.0,0.0,0.041574092775870194,0,False,False,True,True,False,False,False,True,False
527,1,0.0,1,2,7,0.14084507042253522,False,1,2,1,2,0,0,0,2,0,0,2,1,0.5836893203883495,0.0813004846526656,0.0,0.0,0.05156365717363496,1,False,True,False,True,False,False,True,False,False
528,0,0.4098360655737705,1,1,6,0.9859154929577465,True,0,1,1,2,2,0,2,2,2,2,2,0,0.5413592233009709,0.47355758135241166,0.0,0.0,0.0,1,True,False,False,False,False,True,True,False,False
529,1,0.39344262295081966,0,0,0,0.11267605633802817,False,0,1,1,0,0,0,0,2,0,0,2,1,0.34718446601941744,0.03199861527809832,0.0,0.0,0.0,0,False,True,False,True,False,False,False,True,False
530,1,0.6721311475409837,0,0,0,0.7887323943661972,False,1,0,0,1,1,1,1,1,1,1,1,0,0.23805825242718445,0.1277175167320563,0.0,0.0,0.02702316030431563,1,False,False,False,False,False,True,True,False,False
531,1,0.7540983606557378,0,0,0,0.11267605633802817,False,1,2,1,0,0,2,0,2,2,2,2,1,0.8582524271844659,0.10383106392799447,0.0,0.0,0.12298020601898607,0,False,False,True,True,False,False,True,False,False
532,1,0.11475409836065575,1,0,6,0.8591549295774649,False,1,2,0,1,1,1,1,1,1,1,1,1,0.2621359223300971,0.16478190630048467,0.0,0.0,0.5614354002558406,1,False,False,False,False,True,False,False,True,False
533,1,0.04918032786885246,0,1,0,1.0,False,1,0,0,1,1,1,1,1,1,1,1,0,0.23223300970873784,0.17434225709669976,0.0,0.0,0.64492021813775,1,False,False,False,False,False,True,False,True,False
534,0,0.8688524590163934,0,0,0,0.9154929577464789,False,1,2,1,0,2,2,0,2,2,0,2,0,0.9172815533980582,0.8331179321486268,0.0,0.0,0.06609775802868108,1,False,False,True,False,True,False,True,False,False
535,1,0.8032786885245903,0,0,0,0.2112676056338028,False,0,1,1,0,2,0,0,2,0,0,2,1,0.3805825242718447,0.0762808677590584,0.0,0.0,0.0,0,False,True,False,True,False,False,False,False,True
536,1,0.2786885245901639,0,0,0,0.2112676056338028,True,1,0,0,1,1,1,1,1,1,1,1,1,0.23766990291262136,0.03593930302330949,0.0,0.0,0.1500931349446801,1,False,False,False,True,False,False,False,True,False
537,1,0.5737704918032788,1,0,3,0.8028169014084507,True,1,0,0,1,1,1,1,1,1,1,1,1,0.2295145631067961,0.12577890606969766,0.0,0.0,0.45443681411162734,1,False,False,False,False,True,False,True,False,False
538,0,0.1311475409836066,0,0,0,0.04225352112676056,True,1,2,1,2,0,0,0,0,0,0,2,1,0.7001941747572815,0.034739210708516044,0.0,0.0,0.007293700486994772,1,False,False,True,True,False,False,True,False,False
539,1,0.1639344262295082,1,1,9,1.0,True,1,0,0,1,1,1,1,1,1,1,1,0,0.23533980582524272,0.1595141933994923,0.0,0.0,0.5485760452433852,1,False,False,False,False,False,True,True,False,False
540,1,0.2786885245901639,1,0,1,0.9295774647887325,False,1,2,1,2,2,2,0,2,2,2,2,0,0.9312621359223301,0.8439418416801292,0.0,0.0,0.4347354069884872,1,False,False,True,False,True,False,False,True,False
541,1,0.09836065573770492,1,0,1,0.9859154929577465,False,1,2,1,2,2,2,2,2,2,2,2,0,0.7798058252427185,0.7672801753981076,0.0,0.0,0.0711051639399448,1,False,True,False,False,False,True,True,False,False
542,1,1.0,0,0,0,1.0,True,1,2,0,1,1,1,1,1,1,1,1,0,0.2749514563106796,0.20661781675513502,0.0,0.0,0.525348414461725,1,False,False,False,False,False,True,True,False,False
543,0,0.08196721311475408,1,3,7,0.19718309859154928,True,1,0,1,0,0,0,0,0,0,0,2,0,0.4372815533980582,0.07161897069005309,0.0,0.0,0.10212583316501718,1,True,False,False,True,False,False,True,False,False
544,0,0.4918032786885246,0,1,0,0.14084507042253522,False,0,1,1,0,0,0,0,0,0,0,2,0,0.27339805825242713,0.03487768289868452,0.0,0.0,0.0,1,False,True,False,True,False,False,True,False,False
545,0,0.6557377049180328,1,1,9,0.5915492957746479,True,1,2,0,1,1,1,1,1,1,1,1,1,0.2675728155339806,0.11243364874221094,0.8300863627234384,0.0,0.3381163176911511,1,False,False,False,False,True,False,True,False,False
546,0,0.39344262295081966,0,2,0,0.02816901408450704,True,1,0,1,2,0,0,2,0,0,0,2,1,0.5056310679611651,0.015676205861989385,0.0,0.0,0.021914764694001217,0,True,False,False,True,False,False,False,False,True
547,0,0.5737704918032788,1,0,4,0.323943661971831,False,1,2,1,2,2,0,0,2,2,2,0,0,0.6866019417475728,0.20927763674128783,0.0,0.8666666666666667,0.21288628559886894,1,False,True,False,False,True,False,True,False,False
548,0,0.19672131147540983,0,0,0,0.7183098591549296,False,1,2,1,2,0,2,2,2,0,0,2,0,0.6524271844660193,0.4452861758596815,0.0,0.0,0.31187863282389644,1,True,False,False,False,True,False,False,True,False
549,0,0.5081967213114754,0,2,0,0.16901408450704225,False,0,1,1,0,2,0,0,0,0,0,0,0,0.3118446601941747,0.04193399492268636,0.0,0.06666666666666667,0.0,1,True,False,False,True,False,False,True,False,False
550,1,0.7540983606557378,1,0,1,0.0,True,1,0,1,0,0,0,0,0,0,0,2,0,0.6279611650485436,0.006006231248557581,0.0,0.0,0.013914136313651565,0,False,False,True,True,False,False,False,True,False
551,1,0.47540983606557374,0,0,0,0.7605633802816901,False,1,2,1,0,0,2,0,2,2,2,2,1,0.6819417475728154,0.4967170551580891,0.0,0.0,0.40578222132453606,1,False,True,False,False,False,True,True,False,False
552,0,0.5737704918032788,1,0,9,0.5774647887323944,False,1,0,1,0,0,2,2,2,2,2,2,1,0.8466019417475728,0.4749826909762289,0.0,0.0,0.015434592338248168,1,False,False,True,False,False,True,False,True,False
553,1,0.2622950819672132,0,0,0,0.014084507042253521,False,1,0,0,1,1,1,1,1,1,1,1,0,0.23883495145631067,0.0029309946918993773,0.0,0.0,0.015524360959626565,1,False,False,False,True,False,False,False,True,False
554,1,0.11475409836065575,0,0,0,0.0,False,1,0,1,0,0,2,2,2,2,2,2,1,0.6640776699029126,0.00654281098546042,0.0,0.0,0.0015793666823761755,1,True,False,False,True,False,False,True,False,False
555,1,1.0,0,0,0,0.36619718309859156,False,1,2,1,0,2,0,0,0,0,0,2,1,0.7102912621359223,0.24270136164320336,0.0,0.0,0.32501009896990507,0,False,False,True,True,False,False,True,False,False
556,1,0.47540983606557374,1,3,1,0.22535211267605634,True,1,2,1,0,2,2,2,0,0,0,2,1,0.5957281553398058,0.12211516270482345,0.0,0.0,0.14244877578042597,1,False,True,False,True,False,False,False,False,True
557,0,0.0,0,0,0,0.014084507042253521,True,0,1,1,0,0,0,0,0,2,2,2,1,0.34718446601941744,0.005013847219016847,0.0,0.0,0.0,0,False,True,False,True,False,False,True,False,False
558,0,0.9344262295081968,1,0,5,0.36619718309859156,True,1,2,1,0,2,2,2,2,2,2,2,0,0.7289320388349514,0.26441264712670204,0.0,0.0,0.02597960008079176,1,False,True,False,True,False,False,True,False,False
559,1,0.9344262295081968,0,0,0,0.7183098591549296,False,0,1,1,0,2,0,0,2,2,2,0,1,0.4594174757281553,0.2921878606046619,0.0,0.2,0.0,0,False,True,False,True,False,False,True,False,False
560,0,0.639344262295082,0,0,0,0.619718309859155,False,1,2,1,2,2,0,0,0,2,2,2,0,0.8291262135922329,0.5104950380798523,0.0,0.0,0.019819228438699255,1,False,False,True,False,True,False,True,False,False
561,0,0.11475409836065575,1,0,2,0.9859154929577465,False,1,0,0,1,1,1,1,1,1,1,1,0,0.22601941747572815,0.1562024001846296,0.0,0.0,0.7855427635270091,1,False,False,False,False,False,True,False,True,False
562,1,0.2295081967213115,0,0,0,0.49295774647887325,True,1,0,0,1,1,1,1,1,1,1,1,1,0.22174757281553398,0.07733671820909302,0.0,0.0,0.08584124419309232,1,False,False,False,False,False,True,False,True,False
563,0,0.639344262295082,0,0,0,0.19718309859154928,False,1,0,0,1,1,1,1,1,1,1,1,0,0.23378640776699028,0.032731363951073164,0.0,0.0,0.04098498619807447,1,False,False,False,False,True,False,False,True,False
564,0,0.47540983606557374,0,0,0,0.26760563380281693,False,1,0,1,2,0,2,0,2,0,0,2,1,0.7720388349514563,0.21374913454881148,0.0,0.0,0.17123364527929263,1,False,False,True,True,False,False,True,False,False
565,1,0.5409836065573771,1,2,9,0.9859154929577465,True,1,0,0,1,1,1,1,1,1,1,1,0,0.23145631067961164,0.15894876528963767,0.0,0.0,0.46487241634686605,1,False,False,False,False,False,True,False,True,False
566,0,0.5901639344262295,0,0,0,0.323943661971831,False,1,0,0,1,1,1,1,1,1,1,1,0,0.2411650485436893,0.05916801292407108,0.0,0.0,0.31852151080589786,1,False,False,False,False,True,False,True,False,False
567,0,0.1639344262295082,0,0,0,0.9859154929577465,False,1,2,1,0,2,2,2,2,2,2,2,1,0.9417475728155339,0.9191495499653819,0.0,0.0,0.8349379474404723,1,False,False,True,False,False,True,True,False,False
568,1,0.7377049180327869,1,0,2,0.11267605633802817,True,0,1,1,0,0,0,2,2,0,0,2,0,0.39339805825242713,0.03578929148396031,0.0,0.0,0.0,0,False,True,False,True,False,False,False,False,True
569,0,0.19672131147540983,1,0,9,0.9154929577464789,False,1,2,1,2,2,2,2,2,2,2,2,0,0.7759223300970873,0.6854431110085392,0.0,0.0,0.6731973338719452,1,True,False,False,False,False,True,False,True,False
570,0,0.2622950819672132,0,0,0,0.4084507042253521,False,1,0,0,1,1,1,1,1,1,1,1,0,0.22834951456310676,0.06458573736441266,0.0,0.0,0.07801454251666332,1,False,False,False,False,False,True,False,True,False
571,1,0.2295081967213115,0,0,0,0.647887323943662,True,1,0,1,2,2,2,2,2,2,2,2,1,0.062135922330097085,0.47543272559427646,0.0,0.0,0.4849357032249378,1,False,True,False,False,True,False,True,False,False
572,0,0.7213114754098361,0,0,0,0.08450704225352114,False,1,2,1,0,0,0,0,0,0,0,2,1,0.6629126213592232,0.06298753750288484,0.0,0.0,0.04942604187706188,1,False,False,True,True,False,False,True,False,False
573,1,0.3114754098360656,0,0,0,0.0,False,0,1,1,0,0,0,0,0,2,2,2,1,0.3537864077669902,0.0019328409877682898,0.0,0.0,0.0,0,False,True,False,True,False,False,True,False,False
574,0,0.0,0,0,0,0.6338028169014085,False,1,0,1,0,0,0,0,0,0,0,2,0,0.4267961165048544,0.24810754673436422,0.0,0.0,0.5202989295091901,1,True,False,False,True,False,False,True,False,False
575,1,0.3114754098360656,0,0,0,0.7323943661971831,False,1,2,1,0,0,0,0,2,0,0,2,0,0.7413592233009708,0.5190918532194784,0.0,0.0,0.2442800556565453,0,False,False,True,True,False,False,True,False,False
576,1,0.4098360655737705,0,2,0,0.8591549295774649,False,1,0,0,1,1,1,1,1,1,1,1,0,0.23300970873786406,0.14208400646203553,0.0,0.0,0.42577257119773787,1,False,False,False,False,False,True,True,False,False
577,1,0.0655737704918033,0,0,0,0.971830985915493,False,0,1,1,2,0,2,2,0,2,2,2,0,0.45359223300970875,0.3951073159473806,0.0,0.0,0.0,1,False,True,False,False,False,True,True,False,False
578,0,0.6065573770491803,1,0,3,0.2112676056338028,True,1,0,1,0,2,0,0,2,2,2,2,1,0.8128155339805825,0.16643780290791602,0.0,0.0,0.047128526223658526,1,False,False,True,True,False,False,True,False,False
579,0,0.6229508196721312,0,0,0,0.19718309859154928,False,1,0,1,2,0,2,2,0,0,0,2,0,0.5355339805825242,0.10804869605354259,0.0,0.0,0.12850939204201173,1,False,True,False,True,False,False,True,False,False
580,0,0.1311475409836066,0,0,0,0.619718309859155,False,1,0,1,2,2,0,0,2,2,2,2,1,0.8566990291262135,0.5152492499423033,0.0,0.0,0.013002423752777218,1,False,False,True,False,True,False,True,False,False
581,1,0.6557377049180328,1,0,5,1.0,False,1,2,1,2,2,2,2,0,2,2,2,0,0.8978640776699028,0.8726863604892684,0.0,0.0,0.12421732983235712,1,False,False,True,False,False,True,True,False,False
